entity_from,relationship_type,relationship_sub_type,entity_to
Nova Ventures Sdn Bhd,Subsidiary,51% Owned,Apex Energy GmbH
Alpha Capital Inc,Subsidiary,90% Owned,Gamma Systems Berhad
Zenith Digital LLC,Director,Independent Director,Pacific Health Inc
Orion Investments BV,Subsidiary,75% Owned,Stellar Media PLC
Gamma Media Co Ltd,Shareholder,Major,Asia Holdings Berhad
Vantage Capital Corp,Ownership,Significant,Global Manufacturing Enterprises
Vertex Tech International,Director,Non-Executive,Global Capital SARL
Catalyst Finance BV,Ownership,Major,Asia Properties Inc (MY)
Quantum Holdings Enterprises,Shareholder,Major,Synergy Logistics BV
Ms. Chen,Director,CTO,Omega Infra Corp
Horizon Systems Corp,Ownership,Direct,Victory Resources Pte Ltd
Vertex Holdings Enterprises,Subsidiary,51% Owned,Pacific Group PLC
Pinnacle Capital Corp,Subsidiary,75% Owned,Apex Partners Co. (BVI)
Quantum Tech International,Shareholder,Major,Nexus Group Pt
Vantage Holdings Ltd,Subsidiary,60% Owned,Fusion Logistics Inc
Omega Capital GmbH,Ownership,Minor,Quantum Media Ltd (ID)
Titan Tech Ltd,Shareholder,Minor,Alpha Partners Co Ltd
Omega Pay SARL,Ownership,Minor,Fusion Investments BV
Omega Capital Corp,Ownership,Minor,Nova Digital Co Ltd
Zenith Media Pte Ltd,Subsidiary,60% Owned,Fusion Ecommerce Inc
Sigma Pay Co.,Ownership,Direct,Atlas Resources SARL
Delta Holdings Pte Ltd,Subsidiary,90% Owned,Stellar Finance Pt
Quantum Holdings PLC,Director,CTO,Quantum Solutions Berhad
Apex Capital PLC,Subsidiary,100% Owned,Elite Manufacturing Enterprises
Prime Logistics Pt,Director,CTO,Titan Properties PLC
Atlas Finance Inc,Subsidiary,85% Owned,Fusion Properties GmbH
Apex Logistics Pte Ltd,Ownership,Major,Titan Holdings Enterprises (MY)
Vantage Capital LLC,Subsidiary,60% Owned,Global Tech Co Ltd
Nova Finance Co.,Ownership,Significant,Gamma Solutions Enterprises
Vertex Group Enterprises,Shareholder,Minor,Asia Logistics SARL
Vertex Resources International,Shareholder,Minor,Zenith Pay GmbH
Summit Solutions Ltd,Ownership,Major,Orion Group Enterprises
Fusion Health Co.,Shareholder,Major,Nova Manufacturing Enterprises (BVI)
Sigma Resources LLC,Subsidiary,90% Owned,Elite Resources Ltd
Synergy Digital Enterprises,Subsidiary,75% Owned,Beta Systems Sdn Bhd
Elite Ventures Pte Ltd,Subsidiary,51% Owned,Vantage Resources Limited
Global Group Co Ltd,Ownership,Significant,Apex Finance Sdn Bhd
Titan Logistics LLC,Subsidiary,100% Owned,Delta Manufacturing Enterprises
Titan Digital SARL,Ownership,Controlling,Summit Capital Limited (HK)
Atlas Ventures Inc,Ownership,Direct,Catalyst Finance Co Ltd (ID)
Delta Investments Co.,Subsidiary,51% Owned,Zenith Group Berhad
Synergy Health Limited,Director,CTO,Omega Ecommerce Pt (BVI)
Beta Health Berhad,Director,Independent Director,Gamma Pay GmbH
Atlas Systems Limited,Subsidiary,51% Owned,Vantage Infra Pt (BVI)
Catalyst Capital Pt,Shareholder,Institutional,Catalyst Pay SARL (ID)
Global Media GmbH,Ownership,Controlling,Titan Manufacturing Corp (SG)
Vertex Pay Pte Ltd,Shareholder,Major,Delta Ventures Co Ltd
Horizon Systems SARL,Shareholder,Institutional,Delta Ventures Limited
Horizon Logistics International,Ownership,Controlling,Nexus Investments Corp (KY)
Vertex Manufacturing Berhad,Subsidiary,90% Owned,Elite Pay Berhad
Quantum Ecommerce Corp,Ownership,Direct,Fusion Manufacturing Inc
Vantage Digital Enterprises,Investor,Private Equity,Victory Systems Co Ltd (KY)
Alpha Energy LLC,Shareholder,Minor,Sigma Solutions PLC (KY)
Nexus Ventures Corp,Ownership,Controlling,Alpha Group Co Ltd
Elite Assets Pte Ltd,Subsidiary,100% Owned,Victory Logistics Co.
Prime Media Pte Ltd,Subsidiary,90% Owned,Quantum Ecommerce PLC
Orion Digital Corp,Investor,Series C,Omega Partners Pte Ltd (KY)
Orion Solutions Sdn Bhd,Subsidiary,51% Owned,Pinnacle Systems BV (BVI)
Orion Infra Berhad,Ownership,Significant,Vertex Assets PLC
Pacific Energy Inc,Ownership,Indirect,Elite Group Pte Ltd
Atlas Media Limited,Investor,Series B,Stellar Solutions SARL
Pacific Ventures Ltd,Shareholder,Minor,Orion Infra Pte Ltd
Elite Logistics Pte Ltd,Director,Executive Director,Global Manufacturing PLC
Asia Investments Enterprises,Shareholder,Institutional,Apex Pay Pt (SG)
Zenith Media Limited,Ownership,Major,Quantum Logistics Ltd (HK)
Vantage Media Enterprises,Shareholder,Institutional,Beta Systems International
Vertex Manufacturing Berhad,Ownership,Indirect,Vantage Manufacturing International
Zenith Energy Co.,Ownership,Major,Vertex Ventures Limited
Synergy Solutions International,Ownership,Indirect,Stellar Investments International
Pacific Logistics SARL,Director,Chairman,Vantage Energy Corp (SG)
Prime Energy Inc,Subsidiary,60% Owned,Omega Holdings SARL
Synergy Energy Pt,Director,Executive Director,Nexus Group SARL
Global Manufacturing PLC,Ownership,Major,Apex Finance LLC
Sigma Infra Pt,Subsidiary,51% Owned,Alpha Media LLC (TH)
Atlas Energy Limited,Director,Independent Director,Synergy Properties LLC
Alpha Resources Inc,Subsidiary,85% Owned,Vertex Energy BV (TH)
Victory Assets Co.,Ownership,Indirect,Omega Finance BV
Fusion Properties Inc,Ownership,Controlling,Fusion Health Pte Ltd
Quantum Capital Ltd,Investor,Series B,Delta Properties LLC
Vertex Solutions SARL,Ownership,Controlling,Vantage Media Berhad
Pacific Resources Ltd,Investor,Private Equity,Nexus Pay Berhad
Titan Holdings PLC,Ownership,Direct,Stellar Logistics Ltd
Synergy Infra Pt,Subsidiary,75% Owned,Victory Pay Ltd
Orion Holdings LLC,Subsidiary,100% Owned,Atlas Manufacturing Co. (ID)
Zenith Partners PLC,Shareholder,Institutional,Omega Holdings GmbH
Pacific Systems Corp,Shareholder,Major,Nexus Capital LLC
Atlas Partners Co Ltd,Ownership,Direct,Zenith Energy Inc
Vertex Pay Co Ltd,Subsidiary,51% Owned,Fusion Investments Ltd (KY)
Zenith Media LLC,Subsidiary,85% Owned,Apex Pay Co.
Vertex Properties GmbH,Ownership,Significant,Nexus Energy Corp
Atlas Logistics Pt,Director,Independent Director,Atlas Group Berhad
Apex Systems Sdn Bhd,Subsidiary,51% Owned,Sigma Logistics Inc
Zenith Ventures Corp,Subsidiary,75% Owned,Nexus Investments Limited
Synergy Partners BV,Director,Managing Director,Vertex Investments SARL
Beta Media Ltd,Ownership,Indirect,Atlas Group Berhad (ID)
Catalyst Media Sdn Bhd,Ownership,Significant,Atlas Investments Limited
Fusion Pay Ltd,Shareholder,Minor,Nova Investments Ltd
Nova Resources Ltd,Investor,Angel,Delta Tech Co Ltd (HK)
Apex Health International,Shareholder,Institutional,Sigma Ecommerce Pt
Vertex Finance Corp,Ownership,Significant,Catalyst Solutions BV
Atlas Resources LLC,Ownership,Direct,Delta Solutions Ltd (ID)
Sigma Logistics Pt,Subsidiary,75% Owned,Apex Media Co.
Prime Assets Enterprises,Investor,Private Equity,Nexus Systems Limited
Nova Ventures SARL,Ownership,Indirect,Pinnacle Capital Co. (MY)
Omega Ecommerce SARL,Subsidiary,90% Owned,Titan Tech Inc
Catalyst Infra BV,Shareholder,Major,Atlas Media Berhad (HK)
Fusion Ecommerce Co Ltd,Subsidiary,51% Owned,Pacific Investments GmbH
Gamma Resources Inc,Ownership,Major,Vantage Group Corp
Beta Energy International,Shareholder,Institutional,Horizon Manufacturing Pte Ltd
Quantum Health BV,Ownership,Major,Nova Assets SARL (HK)
Victory Manufacturing Berhad,Subsidiary,100% Owned,Titan Energy Enterprises
Victory Properties BV,Shareholder,Institutional,Prime Partners Pt
Titan Ecommerce International,Ownership,Minor,Nexus Holdings Berhad (SG)
Nexus Investments Ltd,Ownership,Indirect,Crest Ventures Co. (TH)
Pinnacle Solutions Pte Ltd,Ownership,Significant,Atlas Holdings Pt
Alpha Finance Corp,Ownership,Direct,Prime Finance Berhad
Atlas Group BV,Ownership,Significant,Alpha Holdings Co. (BVI)
Asia Holdings SARL,Shareholder,Institutional,Alpha Group Pte Ltd
Elite Digital LLC,Ownership,Direct,Quantum Energy PLC
Gamma Group Co Ltd,Ownership,Significant,Pinnacle Systems PLC
Delta Resources Inc,Ownership,Major,Delta Ecommerce SARL
Synergy Group Limited,Ownership,Direct,Gamma Media Ltd
Titan Resources PLC,Director,CEO,Orion Infra Pt (SG)
Zenith Manufacturing International,Ownership,Significant,Quantum Investments LLC
Global Resources Corp,Shareholder,Major,Nexus Energy SARL
Beta Pay Inc,Ownership,Minor,Pacific Solutions BV
Alpha Solutions Pte Ltd,Subsidiary,85% Owned,Vantage Partners Pt
Synergy Systems Ltd,Ownership,Minor,Victory Holdings SARL (TH)
Sigma Infra Pt,Shareholder,Institutional,Gamma Logistics Sdn Bhd
Fusion Digital Inc,Ownership,Minor,Gamma Solutions Inc
Crest Media Pte Ltd,Shareholder,Minor,Synergy Manufacturing BV
Delta Properties SARL,Ownership,Controlling,Zenith Logistics Berhad
Horizon Ventures Berhad,Ownership,Controlling,Orion Systems Co.
Quantum Health International,Ownership,Significant,Titan Group GmbH
Orion Properties Pte Ltd,Ownership,Minor,Delta Solutions Pt (TH)
Fusion Solutions GmbH,Subsidiary,85% Owned,Global Partners LLC (TH)
Global Infra SARL,Subsidiary,75% Owned,Fusion Properties Corp
Mr. Singh,Director,Independent Director,Elite Capital Pt
Vertex Resources Pte Ltd,Ownership,Controlling,Alpha Logistics Berhad (SG)
Victory Group PLC,Director,Independent Director,Vantage Health GmbH
Vantage Properties International,Shareholder,Minor,Crest Finance LLC (MY)
Horizon Finance Ltd,Shareholder,Institutional,Titan Manufacturing Inc
Beta Infra International,Ownership,Significant,Fusion Manufacturing Co Ltd (TH)
Stellar Energy Pt,Ownership,Indirect,Vertex Tech Pt (HK)
Catalyst Tech Co Ltd,Subsidiary,90% Owned,Gamma Digital Pte Ltd
Pacific Capital SARL,Ownership,Minor,Catalyst Health LLC (MY)
Asia Properties BV,Director,CTO,Vantage Digital SARL
Elite Resources Inc,Subsidiary,85% Owned,Fusion Group Co.
Synergy Solutions Pt,Ownership,Significant,Vertex Holdings PLC (KY)
Omega Ecommerce Limited,Director,CEO,Elite Investments Corp
Catalyst Health PLC,Shareholder,Major,Pacific Systems Enterprises
Summit Investments Co.,Shareholder,Minor,Nexus Properties PLC
Catalyst Group Sdn Bhd,Ownership,Minor,Sigma Capital PLC
Orion Holdings International,Subsidiary,51% Owned,Pacific Media International (MY)
Quantum Pay GmbH,Ownership,Indirect,Apex Systems GmbH
Prime Properties Berhad,Subsidiary,60% Owned,Vantage Finance BV (ID)
Atlas Tech SARL,Director,CEO,Delta Finance BV
Delta Media International,Director,Executive Director,Nova Energy Ltd
Atlas Digital Pt,Shareholder,Major,Asia Finance Pte Ltd (SG)
Summit Ventures International,Subsidiary,100% Owned,Prime Manufacturing Pte Ltd
Victory Infra Ltd,Shareholder,Major,Delta Digital GmbH
Nova Investments SARL,Subsidiary,85% Owned,Prime Resources LLC
Global Logistics PLC,Subsidiary,90% Owned,Fusion Investments SARL
Victory Finance International,Ownership,Minor,Omega Capital Enterprises (ID)
Zenith Properties SARL,Director,Managing Director,Stellar Media Berhad
Delta Manufacturing Berhad,Ownership,Direct,Nexus Assets Inc (SG)
Titan Assets Corp,Ownership,Minor,Synergy Manufacturing LLC
Atlas Energy BV,Subsidiary,75% Owned,Pacific Ecommerce Corp (MY)
Vantage Digital Sdn Bhd,Shareholder,Minor,Global Partners GmbH
Pinnacle Digital Sdn Bhd,Ownership,Major,Omega Tech BV
Atlas Group Co Ltd,Ownership,Direct,Asia Group Ltd
Sigma Resources SARL,Shareholder,Major,Alpha Resources SARL (MY)
Fusion Solutions LLC,Ownership,Minor,Omega Health Sdn Bhd
Atlas Digital Sdn Bhd,Subsidiary,60% Owned,Nexus Properties Pte Ltd (TH)
Fusion Assets Ltd,Investor,Series A,Fusion Logistics Corp (TH)
Alpha Group BV,Investor,Series C,Quantum Infra Enterprises (MY)
Pacific Media Berhad,Shareholder,Major,Alpha Resources LLC (KY)
Zenith Ecommerce Co Ltd,Ownership,Major,Global Tech PLC
Sigma Ventures Co.,Ownership,Indirect,Summit Infra LLC (SG)
Vantage Systems Pte Ltd,Ownership,Significant,Apex Logistics Co.
Crest Capital SARL,Ownership,Indirect,Pacific Properties Ltd (MY)
Quantum Finance Pte Ltd,Investor,Angel,Nexus Systems Corp
Delta Partners Ltd,Subsidiary,60% Owned,Pacific Systems BV
Pinnacle Logistics Co.,Subsidiary,60% Owned,Sigma Media Limited
Fusion Media GmbH,Director,Managing Director,Summit Group International
Titan Partners Sdn Bhd,Ownership,Major,Pinnacle Group Inc (BVI)
Fusion Holdings Pt,Ownership,Significant,Delta Manufacturing Pt (BVI)
Titan Group Enterprises,Subsidiary,90% Owned,Victory Investments LLC (TH)
Catalyst Group Co.,Shareholder,Institutional,Elite Partners Ltd
Pacific Energy Corp,Subsidiary,51% Owned,Horizon Manufacturing Enterprises (SG)
Atlas Manufacturing Pte Ltd,Ownership,Direct,Elite Resources Limited
Atlas Assets LLC,Subsidiary,100% Owned,Global Tech SARL
Summit Investments Ltd,Shareholder,Minor,Nexus Manufacturing GmbH
Pinnacle Media Pt,Ownership,Indirect,Synergy Media Pt (KY)
Omega Tech Berhad,Ownership,Major,Victory Media Ltd (MY)
Apex Digital BV,Subsidiary,100% Owned,Quantum Infra Corp (HK)
Delta Capital Ltd,Subsidiary,90% Owned,Victory Resources Co Ltd
Nova Investments Enterprises,Ownership,Significant,Titan Finance Ltd
Titan Ecommerce PLC,Ownership,Significant,Vertex Properties BV
Summit Logistics Pte Ltd,Ownership,Controlling,Vantage Resources Pte Ltd
Delta Manufacturing Ltd,Ownership,Controlling,Beta Solutions International
Quantum Health Inc,Ownership,Minor,Asia Group Corp
Omega Investments Co Ltd,Subsidiary,100% Owned,Beta Holdings PLC (KY)
Quantum Solutions Berhad,Subsidiary,51% Owned,Stellar Solutions Enterprises
Omega Assets Sdn Bhd,Ownership,Major,Quantum Health Pt
Horizon Energy Pte Ltd,Subsidiary,85% Owned,Alpha Capital SARL
Delta Capital Inc,Ownership,Indirect,Fusion Holdings Limited
Crest Finance BV,Ownership,Direct,Prime Investments GmbH
Gamma Capital International,Ownership,Indirect,Prime Digital LLC (ID)
Vantage Manufacturing Ltd,Director,Managing Director,Quantum Assets Sdn Bhd
Nova Partners Corp,Ownership,Major,Prime Logistics PLC
Fusion Energy Sdn Bhd,Ownership,Indirect,Nexus Group SARL (TH)
Apex Energy LLC,Ownership,Minor,Sigma Group Pt
Zenith Logistics Corp,Ownership,Controlling,Vantage Resources Ltd
Victory Manufacturing Ltd,Ownership,Significant,Beta Logistics Co. (MY)
Alpha Assets Co Ltd,Ownership,Significant,Catalyst Finance Corp
Beta Partners Enterprises,Subsidiary,90% Owned,Atlas Partners Pte Ltd (ID)
Quantum Investments Sdn Bhd,Subsidiary,75% Owned,Beta Digital GmbH (HK)
Delta Health Pte Ltd,Shareholder,Minor,Crest Finance Limited
Delta Group GmbH,Ownership,Indirect,Quantum Ventures Limited
Elite Investments International,Subsidiary,85% Owned,Zenith Ventures Pte Ltd
Nexus Capital LLC,Ownership,Controlling,Pacific Pay Inc (HK)
Vantage Ecommerce Berhad,Ownership,Controlling,Beta Digital Limited (KY)
Pinnacle Systems Corp,Investor,Angel,Zenith Ecommerce PLC
Orion Ventures Inc,Investor,Series B,Orion Infra Co Ltd
Elite Logistics Pt,Ownership,Indirect,Elite Logistics Inc
Omega Assets Sdn Bhd,Ownership,Major,Omega Assets Co. (ID)
Titan Partners Ltd,Subsidiary,100% Owned,Zenith Capital SARL
Nexus Investments Corp,Subsidiary,75% Owned,Zenith Energy Enterprises (MY)
Gamma Group Pte Ltd,Ownership,Indirect,Orion Ecommerce Co.
Horizon Partners LLC,Ownership,Major,Asia Solutions Corp
Beta Infra LLC,Subsidiary,51% Owned,Asia Ventures Pte Ltd (TH)
Delta Logistics Co.,Ownership,Minor,Victory Finance Limited
Beta Investments BV,Subsidiary,51% Owned,Catalyst Logistics LLC (TH)
Atlas Resources Limited,Shareholder,Institutional,Orion Capital Co. (KY)
Catalyst Energy Co.,Subsidiary,85% Owned,Omega Investments SARL
Victory Health International,Shareholder,Major,Horizon Pay Enterprises
Synergy Properties LLC,Shareholder,Institutional,Delta Solutions Corp
Elite Solutions Pte Ltd,Ownership,Indirect,Titan Investments Pte Ltd (SG)
Gamma Solutions BV,Shareholder,Minor,Nova Investments Corp
Titan Tech PLC,Subsidiary,85% Owned,Gamma Investments Enterprises (HK)
Pinnacle Systems Pte Ltd,Ownership,Major,Nova Assets PLC
Orion Solutions Co Ltd,Investor,Series A,Gamma Ecommerce International
Vertex Manufacturing International,Shareholder,Major,Elite Finance SARL (SG)
Victory Properties Corp,Director,Executive Director,Pacific Systems PLC (KY)
Summit Health GmbH,Subsidiary,90% Owned,Vertex Solutions Pt (HK)
Horizon Finance Berhad,Ownership,Minor,Atlas Ecommerce Pte Ltd
Vertex Resources Sdn Bhd,Shareholder,Major,Vantage Investments PLC
Elite Tech BV,Ownership,Major,Summit Partners Enterprises (SG)
Catalyst Pay Limited,Shareholder,Institutional,Summit Assets Pte Ltd (MY)
Horizon Ecommerce BV,Ownership,Major,Zenith Investments Ltd
Apex Pay Co.,Director,Independent Director,Global Systems Pte Ltd
Victory Infra Corp,Ownership,Minor,Crest Tech Enterprises
Pinnacle Infra Co Ltd,Ownership,Minor,Nova Ecommerce International (BVI)
Gamma Media Pt,Ownership,Significant,Global Ecommerce Berhad
Vertex Ventures Sdn Bhd,Ownership,Direct,Titan Resources Ltd (TH)
Quantum Solutions Pte Ltd,Shareholder,Major,Delta Pay SARL (HK)
Vertex Holdings Berhad,Ownership,Direct,Global Media Ltd
Summit Solutions LLC,Subsidiary,100% Owned,Nexus Holdings Enterprises (BVI)
Vantage Logistics GmbH,Subsidiary,85% Owned,Vantage Finance Sdn Bhd
Global Energy LLC,Ownership,Significant,Beta Pay LLC
Asia Holdings BV,Ownership,Significant,Synergy Properties International
Horizon Digital BV,Subsidiary,75% Owned,Quantum Properties Ltd
Apex Digital Sdn Bhd,Ownership,Major,Global Investments Pt (BVI)
Nexus Logistics Limited,Subsidiary,60% Owned,Titan Logistics Co Ltd
Delta Holdings Co.,Ownership,Minor,Vertex Systems Co.
Beta Ecommerce Pte Ltd,Ownership,Significant,Fusion Systems Pte Ltd
Sigma Solutions SARL,Ownership,Direct,Summit Capital Corp
Orion Resources Co.,Subsidiary,60% Owned,Fusion Partners Sdn Bhd
Global Capital Sdn Bhd,Ownership,Indirect,Orion Digital SARL
Global Group SARL,Ownership,Major,Orion Finance Ltd
Atlas Holdings Berhad,Director,Non-Executive,Elite Assets Ltd
Victory Manufacturing Inc,Ownership,Direct,Titan Solutions Sdn Bhd
Horizon Health Corp,Ownership,Indirect,Pinnacle Manufacturing Pte Ltd
Quantum Pay LLC,Director,Managing Director,Fusion Ventures LLC (ID)
Apex Investments PLC,Ownership,Major,Orion Partners Enterprises
Atlas Digital Berhad,Subsidiary,100% Owned,Orion Digital Berhad (TH)
Prime Manufacturing Sdn Bhd,Ownership,Controlling,Zenith Capital LLC (MY)
Gamma Media GmbH,Ownership,Minor,Gamma Ecommerce GmbH (ID)
Fusion Health LLC,Ownership,Significant,Orion Assets Corp (TH)
Quantum Solutions Pte Ltd,Director,Executive Director,Zenith Infra Sdn Bhd
Gamma Infra PLC,Ownership,Controlling,Global Resources Co Ltd
Sigma Manufacturing Pt,Shareholder,Institutional,Summit Tech LLC
Global Ecommerce LLC,Subsidiary,60% Owned,Gamma Systems Sdn Bhd (TH)
Crest Systems Sdn Bhd,Ownership,Indirect,Horizon Finance Pt
Vertex Group Enterprises,Subsidiary,100% Owned,Orion Infra International
Nova Capital Inc,Ownership,Major,Zenith Tech Berhad (SG)
Omega Tech International,Director,Chairman,Delta Logistics International
Stellar Digital Co.,Subsidiary,85% Owned,Vantage Digital Corp
Catalyst Tech Pt,Ownership,Controlling,Stellar Assets Co Ltd
Beta Energy GmbH,Subsidiary,51% Owned,Omega Systems Pte Ltd
Pacific Tech Berhad,Subsidiary,100% Owned,Synergy Systems LLC (ID)
Apex Digital Pte Ltd,Subsidiary,100% Owned,Apex Capital Berhad (ID)
Beta Finance Pte Ltd,Ownership,Major,Asia Ecommerce Berhad (SG)
Quantum Investments Berhad,Subsidiary,75% Owned,Titan Ventures Ltd (MY)
Pacific Systems Sdn Bhd,Ownership,Controlling,Pinnacle Properties Enterprises (KY)
Crest Solutions Co Ltd,Ownership,Major,Orion Solutions Limited
Sigma Solutions Berhad,Subsidiary,90% Owned,Asia Capital Berhad
Sigma Digital LLC,Ownership,Direct,Fusion Group PLC
Atlas Ecommerce Enterprises,Ownership,Minor,Catalyst Manufacturing SARL
Synergy Ecommerce Limited,Director,CTO,Horizon Partners PLC
Orion Health Corp,Ownership,Indirect,Sigma Health Limited (SG)
